video_label,Label,Avg,Stats,Serial
LS_WILTY_EP7_truth1,truth,78.4,"mean=78.4, std=8.4, max=98, min=67, range=31",[77 76 74 72 70 69 67 68 71 77 84 93 98 97 90 83 79 77 77 77 77 77 76 76]
LS_WILTY_EP7_truth2,truth,80.1,"mean=80.1, std=6.0, max=92, min=71, range=21",[80 80 80 79 78 77 77 79 84 89 92 91 88 87 86 83 78 75 74 73 72 71 74 76]
LS_WILTY_EP7_lie4,lie,81.6,"mean=81.6, std=4.5, max=90, min=75, range=15",[75 79 83 84 83 80 77 76 79 85 88 90]
LS_WILTY_EP7_truth4,truth,78.5,"mean=78.5, std=8.2, max=90, min=65, range=25","[84 88 90 86 79 74 72 70 68 66 65 67 69 73 75 78 82 87 90 90 90 89 86 81
 78 75 74 73]"
LS_WILTY_EP7_truth5,truth,72.2,"mean=72.2, std=1.8, max=76, min=70, range=6",[75 73 71 71 72 72 71 70 70 72 74 76]
LS_WILTY_EP7_lie12,lie,90.2,"mean=90.2, std=4.4, max=99, min=81, range=18",[86 83 81 82 85 88 89 90 91 94 97 99 96 92 91 93 94 92 90 91 92 91 89 88]
LS_WILTY_EP9_lie2,lie,91.9,"mean=91.9, std=7.4, max=106, min=84, range=22","[106 105 102 100 100  99  94  89  90  93  92  89  87  85  84  84  84  85
  85  85]"
LS_WILTY_EP9_lie3,lie,91.2,"mean=91.2, std=6.1, max=101, min=77, range=24","[ 90  91  92  94  96  96  95  92  88  87  90  96 100 101 100  99  95  89
  83  79  77  79  83  86  87  87  87  88  90  93  97  99  98  95  93  93]"
LS_WILTY_EP9_truth7,truth,71.2,"mean=71.2, std=2.7, max=74, min=65, range=9",[69 69 70 72 73 73 74 74 74 73 69 65]
LS_WILTY_EP9_truth8,truth,76.9,"mean=76.9, std=6.5, max=92, min=67, range=25","[87 90 92 89 82 78 76 75 74 71 68 67 68 73 79 82 79 74 72 73 73 72 71 73
 76 78 80 81]"
LS_WILTY_EP9_lie18,lie,95.1,"mean=95.1, std=4.3, max=101, min=90, range=11",[ 91  90  90  92  96  99 100 101 101  98  93  90]
LS_WILTY_EP9_lie19,lie,91.5,"mean=91.5, std=8.4, max=110, min=72, range=38","[ 72  80  90  98 102  99  93  86  81  80  87 100 109 110 103  94  88  86
  85  85  85  87  90  96 100  99  94  91  89  89  90  91]"
LS_WILTY_EP10_truth2,truth,80.3,"mean=80.3, std=3.9, max=89, min=75, range=14",[75 79 83 83 81 79 77 76 75 76 79 84 86 84 79 77 80 85 89 86 82 78 77 77]
LS_WILTY_EP10_lie3,lie,94.4,"mean=94.4, std=5.1, max=105, min=88, range=17",[ 90  90  93  96  98  95  91  88  88  91  97 104 105 100  94  90]
LS_WILTY_EP10_lie6,lie,93.0,"mean=93.0, std=5.2, max=106, min=88, range=18","[ 89  89  89  89  91  95  98  96  92  89  89  93 101 106 103  95  90  89
  89  88]"
LS_WILTY_EP10_lie10,lie,94.7,"mean=94.7, std=9.3, max=118, min=86, range=32",[118 112 104  98  96  97  97  94  89  86  86  86  87  88  88  89]
LS_WILTY_EP11_truth2,truth,75.1,"mean=75.1, std=7.3, max=90, min=64, range=26","[85 88 90 87 83 79 76 73 70 67 66 66 67 67 69 69 70 71 72 73 73 73 72 70
 67 64 68 77 86 87 84 81 79 79 78 78]"
LS_WILTY_EP11_truth5,truth,76.3,"mean=76.3, std=7.7, max=95, min=68, range=27","[78 78 77 75 74 72 70 69 70 71 72 71 69 68 69 71 73 74 75 74 73 75 82 90
 95 95 90 86]"
LS_WILTY_EP11_lie5,lie,90.9,"mean=90.9, std=5.3, max=102, min=85, range=17","[ 95  94  92  90  88  87  86  85  85  85  86  87  91  98 102 102  95  88
  85  85  87  88  89  90  92  95  98  99]"
LS_WILTY_EP11_truth7,truth,76.0,"mean=76.0, std=6.1, max=87, min=69, range=18",[76 75 73 71 70 69 69 69 70 75 82 87 86 83 81 80]
LS_WILTY_EP12_lie4,lie,86.9,"mean=86.9, std=7.0, max=106, min=74, range=32","[106 100  93  91  92  93  93  91  90  89  88  87  87  86  85  84  83  79
  76  74  75  78  82  84  86  86  87  88]"
LS_WILTY_EP12_truth1,truth,77.6,"mean=77.6, std=9.7, max=99, min=67, range=32",[99 96 94 93 89 84 81 79 78 77 75 72 69 67 68 68 68 67 69 71 73 74 75 76]
LS_WILTY_EP12_truth2,truth,76.5,"mean=76.5, std=6.2, max=87, min=67, range=20","[68 67 67 68 71 73 73 71 71 73 76 78 79 78 78 77 76 75 73 71 70 70 72 77
 83 87 85 79 76 78 82 86 86 87 87 87]"
LS_WILTY_EP12_truth3,truth,80.6,"mean=80.6, std=5.9, max=90, min=70, range=20",[78 78 78 79 80 84 88 90 86 79 73 70 72 79 86 89]
LS_WILTY_EP12_truth4,truth,78.6,"mean=78.6, std=4.2, max=87, min=73, range=14",[80 80 78 77 75 73 74 79 85 87 81 74]
LS_WILTY_EP12_truth5,truth,71.5,"mean=71.5, std=3.7, max=78, min=66, range=12",[73 71 69 69 70 71 71 69 67 66 68 72 75 77 78 78]
LS_WILTY_EP13_lie1,lie,89.1,"mean=89.1, std=2.9, max=94, min=85, range=9",[88 87 86 85 85 88 92 94 93 91 90 90]
LS_WILTY_EP13_lie4,lie,86.4,"mean=86.4, std=5.1, max=92, min=75, range=17",[88 87 87 88 90 90 85 78 75 78 83 89 92 92 91 90]
LS_WILTY_EP13_lie6,lie,85.1,"mean=85.1, std=5.1, max=92, min=75, range=17",[92 91 90 89 88 87 85 81 77 75 76 80 84 85 83 83 86 89 90 91]
LS_WILTY_EP13_lie9,lie,91.0,"mean=91.0, std=7.4, max=114, min=80, range=34","[114 106  96  90  88  87  86  86  86  87  89  92  93  89  84  80  81  86
  91  96  98  96  92  90]"
LS_WILTY_EP13_lie11,lie,84.4,"mean=84.4, std=5.8, max=92, min=71, range=21",[71 74 77 78 81 85 88 88 87 87 89 92 92 86 81 81 84 88 89 90]
LS_WILTY_EP14_truth1,truth,76.6,"mean=76.6, std=6.3, max=91, min=68, range=23","[77 77 78 78 78 78 79 79 78 77 75 72 71 72 73 73 70 68 70 76 84 89 90 91
 89 83 75 71 69 69 71 72]"
LS_WILTY_EP14_truth3,truth,81.8,"mean=81.8, std=8.6, max=96, min=71, range=25",[96 90 82 77 73 72 71 73 78 85 91 93]
LS_WILTY_EP14_truth4,truth,76.4,"mean=76.4, std=7.9, max=100, min=68, range=32","[ 68  69  70  72  73  73  72  71  71  71  70  70  74  85  96 100  93  82
  75  72  73  76  78  78  78  77  77  76]"
LS_WILTY_EP14_lie6,lie,89.8,"mean=89.8, std=9.0, max=105, min=68, range=37","[ 91  92  92  91  89  88  91  99 105 104 101  99  98  95  91  88  86  86
  84  80  74  68  68  74  80  85  87  92  98 101  99  95  91  90  90  90]"
LS_WILTY_EP14_truth5,truth,79.9,"mean=79.9, std=6.6, max=93, min=73, range=20","[83 87 87 82 75 73 77 82 84 82 77 74 73 74 74 74 74 74 75 75 75 75 73 73
 78 86 91 89 88 89 92 93]"
LS_WILTY_EP14_truth6,truth,80.9,"mean=80.9, std=4.7, max=91, min=74, range=17",[80 80 79 81 83 84 81 77 74 74 75 80 86 91 91 86 81 78 78 79]
LS_WILTY_EP14_lie7,lie,85.2,"mean=85.2, std=6.7, max=102, min=70, range=32","[ 84  81  79  81  84  87  86  82  80  81  83  82  81  83  86  88  89  88
  88  88  89  91  94  96  93  89  83  76  70  71  76  82  87  92  97 102]"
LS_WILTY_EP14_lie9,lie,87.3,"mean=87.3, std=9.6, max=109, min=71, range=38","[ 86  87  89  92  93  90  87  84  84  84  83  82  80  77  73  71  72  75
  78  80  83  87  90  92  97 103 109 109 102  95  91  90]"
LS_WILTY_EP72_true5,truth,79.6,"mean=79.6, std=5.9, max=88, min=71, range=17",[76 78 81 86 87 81 74 71 71 72 74 78 84 88 87 85]
BRI_WILTY_EP57_truth_8,truth,84.4,"mean=84.4, std=13.9, max=118, min=72, range=46","[118 114 108 100  91  83  79  80  83  83  80  76  73  72  72  73  75  76
  76  76]"
BRI_WILTY_EP58_truth_8,truth,80.5,"mean=80.5, std=7.9, max=96, min=69, range=27","[73 76 81 85 83 78 74 72 71 70 69 69 71 74 80 86 92 93 93 95 96 93 88 83
 79 78 78 79 80 80 79 78]"
BRI_WILTY_EP64_lie_15,lie,87.9,"mean=87.9, std=8.0, max=104, min=76, range=28","[ 80  89  99 104 104  99  92  85  80  78  78  78  77  76  78  81  83  84
  84  84  85  85  87  89  92  95  97  96  94  93  93  93]"
BRI_WILTY_EP63_truth_15,truth,74.9,"mean=74.9, std=7.0, max=86, min=56, range=30","[56 58 62 67 72 73 71 69 70 72 76 81 83 81 76 73 72 72 73 77 82 86 85 82
 80 78 78 78 79 79 79 78]"
BRI_WILTY_EP62_truth_20,truth,78.4,"mean=78.4, std=6.2, max=96, min=64, range=32","[96 88 78 74 75 78 79 80 80 79 77 76 75 76 77 81 86 88 83 76 71 71 74 80
 83 79 70 64]"
BRI_WILTY_EP63_truth_19,truth,81.0,"mean=81.0, std=7.7, max=98, min=73, range=25",[78 78 77 74 73 76 84 93 98 95 87 80 76 75 76 76]
BRI_WILTY_EP62_truth_22,truth,81.0,"mean=81.0, std=4.2, max=89, min=73, range=16",[79 80 82 86 87 84 79 76 78 81 83 80 75 73 77 85 89 87 81 78]
BRI_WILTY_EP60_truth_2,truth,74.4,"mean=74.4, std=5.6, max=84, min=62, range=22",[62 65 68 71 73 74 75 77 81 84 81 77 75 75 76 76]
BRI_WILTY_EP61_truth_15,truth,71.1,"mean=71.1, std=3.7, max=76, min=64, range=12",[76 76 75 74 73 72 72 72 72 71 68 65 64 65 69 73]
BRI_WILTY_EP60_truth_1,truth,78.6,"mean=78.6, std=5.5, max=91, min=71, range=20","[76 76 76 75 76 77 81 88 91 88 85 87 89 86 80 76 74 74 75 74 74 73 74 76
 81 82 79 73 71 73 76 78]"
BRI_WILTY_EP63_truth_8,truth,81.3,"mean=81.3, std=6.5, max=90, min=65, range=25",[85 88 90 88 84 80 78 78 81 86 88 85 83 83 84 82 77 73 68 65]
BRI_WILTY_EP58_lie_3,lie,87.6,"mean=87.6, std=9.3, max=102, min=72, range=30","[ 91  92  95  99 102 102 100  97  93  88  83  80  77  76  78  82  85  83
  77  72]"
BRI_WILTY_EP64_truth_9,truth,78.2,"mean=78.2, std=6.2, max=89, min=69, range=20",[78 82 87 89 85 77 71 69 71 75 77 78]
BRI_WILTY_EP59_lie_15,lie,84.0,"mean=84.0, std=5.6, max=92, min=75, range=17",[91 91 92 92 89 86 85 85 83 79 77 78 80 81 81 78 76 75 78 83 86 89 91 91]
BRI_WILTY_EP61_lie_2,lie,83.6,"mean=83.6, std=7.7, max=96, min=68, range=28","[91 90 90 89 88 88 88 88 90 94 96 93 87 82 79 74 71 69 68 70 73 76 79 81
 84 88 90 90 87 83 80 79]"
BRI_WILTY_EP57_truth_15,truth,73.9,"mean=73.9, std=7.8, max=90, min=65, range=25","[67 67 69 70 71 70 70 70 70 70 69 67 66 67 69 71 72 71 68 65 66 70 72 72
 72 74 80 86 89 88 87 89 90 87 82 78]"
LS_WILTY_EP73_ true11,truth,80.3,"mean=80.3, std=9.8, max=103, min=67, range=36","[103  95  86  82  85  90  93  89  81  75  71  72  75  81  87  90  86  79
  73  69  67  68  70  71  71  71  71  72  74  81  91 100]"
BRI_WILTY_EP58_lie_2,lie,93.6,"mean=93.6, std=3.8, max=102, min=89, range=13",[102 101  98  94  93  95  96  93  91  92  93  92  90  89  89  90]
BRI_WILTY_EP64_truth_4,truth,77.2,"mean=77.2, std=6.6, max=94, min=66, range=28","[66 70 74 77 78 79 78 76 74 72 72 73 74 74 74 75 79 86 93 94 87 81 80 83
 85 83 78 74 72 70 69 69]"
BRI_WILTY_EP61_lie_25,lie,89.1,"mean=89.1, std=5.4, max=99, min=76, range=23","[92 92 92 91 90 89 89 89 89 89 91 95 98 99 96 92 87 85 84 83 83 81 78 76
 78 84 91 94 92 91 91 93 94 93 89 86]"
LS_WILTY_EP72_lie8,lie,89.1,"mean=89.1, std=5.6, max=101, min=81, range=20",[101  93  84  81  82  84  86  89  91  92  93  93]
LS_WILTY_EP76_true6,truth,79.8,"mean=79.8, std=7.4, max=96, min=69, range=27",[72 70 69 72 78 85 89 86 81 77 76 76 78 82 89 96]
BRI_WILTY_EP58_truth_5,truth,83.5,"mean=83.5, std=6.9, max=95, min=75, range=20",[79 78 76 75 76 80 87 93 95 92 87 84]
BRI_WILTY_EP57_truth_24,truth,78.0,"mean=78.0, std=7.5, max=97, min=70, range=27",[78 77 76 73 70 70 74 82 91 97 96 89 81 75 73 72 73 74 75 75 75 75 75 75]
LS_WILTY_EP72_true6,truth,74.8,"mean=74.8, std=6.0, max=87, min=67, range=20",[79 79 79 78 79 81 85 87 85 79 74 69 67 69 71 72 72 72 71 69 67 67 70 73]
BRI_WILTY_EP59_truth_4,truth,74.1,"mean=74.1, std=6.9, max=98, min=65, range=33",[98 89 80 74 73 73 70 67 65 68 70 71 71 70 70 71 72 73 74 74 75 76 77 78]
BRI_WILTY_EP60_lie_13,lie,89.1,"mean=89.1, std=6.6, max=105, min=79, range=26",[105 100  95  92  91  90  88  88  88  89  88  83  79  80  83  86]
BRI_WILTY_EP61_lie_3,lie,88.4,"mean=88.4, std=6.6, max=103, min=74, range=29","[103  99  94  92  91  90  89  88  85  82  83  88  94  93  90  87  85  83
  78  74]"
BRI_WILTY_EP62_truth_6,truth,80.3,"mean=80.3, std=7.5, max=93, min=71, range=22",[92 93 93 93 92 87 79 74 71 72 76 81 84 83 79 76 73 71 71 73 76 79 80 80]
BRI_WILTY_EP61_truth_21,truth,78.4,"mean=78.4, std=9.0, max=102, min=67, range=35","[ 79  78  76  74  72  71  70  70  71  71  72  73  77  82  85  83  77  71
  67  69  76  88 100 102  95  86  81  79]"
BRI_WILTY_EP62_lie_17,lie,88.2,"mean=88.2, std=6.3, max=95, min=73, range=22",[92 93 95 95 93 89 88 88 88 85 79 73]
BRI_WILTY_EP60_lie_18,lie,91.8,"mean=91.8, std=8.9, max=116, min=82, range=34","[ 90  89  89  90  92  96 104 113 116 112 102  92  87  84  82  85  88  90
  88  86  86  86  87  87  87  87  87  87]"
BRI_WILTY_EP63_truth_12,truth,80.0,"mean=80.0, std=5.2, max=90, min=69, range=21",[79 79 79 79 79 79 82 88 90 85 76 70 69 73 79 85 85 82 81 81]
BRI_WILTY_EP61_lie_28,lie,90.8,"mean=90.8, std=5.0, max=100, min=81, range=19","[100  99  97  95  92  90  88  90  92  93  93  94  95  94  94  97  98  95
  89  86  85  86  86  85  82  81  83  86  89  91  91  91]"
BRI_WILTY_EP65_lie_10,lie,89.0,"mean=89.0, std=8.8, max=103, min=70, range=33","[ 70  74  78  80  83  88  93  97  99  97  92  88  86  86  87  88  92  97
 102 103]"
LS_WILTY_EP75_lie7,lie,85.7,"mean=85.7, std=6.9, max=99, min=73, range=26",[89 90 91 91 89 86 80 74 73 78 85 91 97 99 96 90 86 82 78 77 79 83 86 86]
BRI_WILTY_EP62_truth_2,truth,78.6,"mean=78.6, std=7.2, max=101, min=71, range=30","[ 77  75  73  72  72  75  78  78  75  72  71  72  72  75  81  91 101 100
  90  80  76  77  79  81  81  79  77  75  76  78  78  77]"
BRI_WILTY_EP59_deception_23,lie,91.2,"mean=91.2, std=4.2, max=100, min=86, range=14",[ 89  88  87  90  93  92  89  87  86  87  89  92  97 100  98  95]
BRI_WILTY_EP63_lie_27,lie,89.2,"mean=89.2, std=4.1, max=96, min=83, range=13",[88 88 87 86 86 89 93 96 95 91 86 83 83 88 93 96]
LS_WILTY_EP73_ true16,truth,82.5,"mean=82.5, std=4.7, max=90, min=77, range=13",[77 77 77 78 81 87 90 89 86 83 80 77 77 79 83 88 90 88 83 80]
LS_WILTY_EP73_ true3,truth,78.6,"mean=78.6, std=7.5, max=93, min=69, range=24",[78 81 87 93 93 87 81 76 75 74 73 71 69 71 73 75]
BRI_WILTY_EP62_lie_15,lie,90.1,"mean=90.1, std=7.8, max=108, min=74, range=34","[ 76  74  75  77  82  86  87  87  85  85  88  92  92  90  87  88  92 101
 108 108 100  93  88  87  87  87  89  91  92  92  92  94  97  99  98  96]"
BRI_WILTY_EP58_truth_6,truth,78.8,"mean=78.8, std=10.4, max=105, min=65, range=40","[105  96  85  78  74  71  68  65  65  66  68  75  84  90  89  83  79  78
  78  79]"
BRI_WILTY_EP60_truth_11,truth,79.0,"mean=79.0, std=12.8, max=112, min=64, range=48","[ 78  78  79  81  86  96 107 112 106  94  80  71  66  64  64  64  66  69
  70  72  73  75  76  77  77  77  77  76]"
BRI_WILTY_EP57_lie_10,lie,94.8,"mean=94.8, std=3.4, max=101, min=90, range=11",[ 91  95 100 101  98  93  90  92  96  99  96  91  90  93  95  96]
LS_WILTY_EP72_lie3,lie,82.0,"mean=82.0, std=5.0, max=89, min=71, range=18","[79 79 80 81 80 79 79 79 75 71 71 75 81 84 85 86 86 86 87 88 88 86 83 81
 83 87 89 89]"
BRI_WILTY_EP57_truth_13,truth,80.9,"mean=80.9, std=6.3, max=95, min=73, range=22","[76 76 77 77 75 74 73 74 74 74 74 78 84 91 95 94 89 84 84 88 90 87 81 77
 76 76 76 77 78 81 87 90 87 82 79 78]"
BRI_WILTY_EP57_truth_3,truth,75.7,"mean=75.7, std=5.3, max=87, min=67, range=20","[69 70 72 75 77 79 80 80 80 81 82 82 78 75 74 73 73 71 70 68 67 68 69 71
 72 77 83 87 85 80 77 76]"
BRI_WILTY_EP60_lie_19,lie,87.3,"mean=87.3, std=6.1, max=101, min=77, range=24","[ 91  93  98 101  99  94  87  82  79  80  85  91  93  91  88  86  86  86
  87  89  92  93  89  83  80  81  85  86  84  80  77  77]"
BRI_WILTY_EP57_lie_21,lie,91.6,"mean=91.6, std=5.4, max=101, min=82, range=19","[ 96  96  94  92  91  91  93  94  92  87  83  82  83  85  87  92  97 101
  99  97]"
BRI_WILTY_EP61_lie_4,lie,93.7,"mean=93.7, std=6.7, max=110, min=81, range=29","[ 83  81  81  86  95 102 102 100  97  94  91  90  92  96  98  96  91  87
  86  86  90  94  97  96  92  90  89  90  94 101 108 110 104  97  94  92]"
BRI_WILTY_EP65_lie_15,lie,92.2,"mean=92.2, std=7.7, max=111, min=80, range=31","[111 109 106 100  94  89  88  87  88  89  92  97 100  97  92  88  86  85
  85  87  90  94  97  96  90  84  81  80]"
BRI_WILTY_EP60_truth_3,truth,79.0,"mean=79.0, std=5.8, max=91, min=69, range=22","[77 77 77 76 75 75 76 79 84 88 90 91 90 86 80 76 74 74 74 75 78 83 85 83
 77 72 69 71 74 77 80 83 87 85 77 70]"
BRI_WILTY_EP61_lie_8,lie,82.6,"mean=82.6, std=6.6, max=92, min=71, range=21",[83 78 72 71 75 80 83 85 87 89 91 92 91 87 81 76]
LS_WILTY_EP75_true3,truth,74.5,"mean=74.5, std=4.0, max=84, min=69, range=15",[76 76 75 72 69 72 79 84 83 78 74 72 70 69 70 72 74 75 75 75]
BRI_WILTY_EP61_truth_35,truth,79.8,"mean=79.8, std=7.9, max=97, min=67, range=30","[75 75 75 74 75 79 85 89 86 79 74 72 72 70 68 67 72 82 89 88 83 79 79 80
 84 91 95 97]"
LS_WILTY_EP73_ true9,truth,75.9,"mean=75.9, std=8.7, max=95, min=68, range=27",[77 75 71 69 68 69 70 71 71 70 71 74 81 89 94 95]
LS_WILTY_EP76_lie1,truth,76.1,"mean=76.1, std=8.3, max=92, min=66, range=26",[92 91 85 78 73 70 70 72 73 73 70 66]
BRI_WILTY_EP57_lie_18,lie,86.1,"mean=86.1, std=6.9, max=96, min=73, range=23",[89 92 95 96 92 85 78 73 73 78 84 88 89 89 89 88]
BRI_WILTY_EP59_lie_14,lie,91.3,"mean=91.3, std=4.2, max=99, min=83, range=16","[91 92 92 91 90 89 90 93 97 99 96 90 86 85 86 90 96 98 93 85 83 89 96 96
 91 86 86 90 94 96 94 93]"
BRI_WILTY_EP62_truth_19,truth,75.6,"mean=75.6, std=7.1, max=91, min=69, range=22",[70 71 72 74 73 71 69 69 70 72 74 76 81 86 90 91]
BRI_WILTY_EP57_truth_7,truth,82.4,"mean=82.4, std=8.7, max=102, min=72, range=30","[ 79  79  78  77  76  75  73  72  73  75  82  91  98 102  98  91  84  82
  82  82]"
LS_WILTY_EP75_true2,truth,83.8,"mean=83.8, std=9.0, max=97, min=69, range=28","[79 82 85 88 89 91 91 85 78 74 72 71 70 69 69 71 73 76 78 83 90 94 91 87
 87 91 94 93 92 94 97 97]"
BRI_WILTY_EP57_truth_28,truth,77.4,"mean=77.4, std=9.9, max=113, min=69, range=44","[113 103  92  86  87  88  84  78  73  71  71  71  71  71  71  71  70  69
  69  70  73  74  75  76  77  77  76  74  73  73  74  75]"
BRI_WILTY_EP61_lie_27,lie,80.6,"mean=80.6, std=2.7, max=86, min=75, range=11",[75 79 81 79 77 79 81 83 83 83 83 81 79 78 82 86]
BRI_WILTY_EP61_lie_5,lie,87.7,"mean=87.7, std=4.6, max=97, min=81, range=16","[95 97 97 94 89 84 81 83 86 88 88 87 88 90 94 96 93 88 87 88 86 83 81 83
 85 87 87 85 83 82 84 87]"
BRI_WILTY_EP62_truth_8,truth,80.6,"mean=80.6, std=7.1, max=92, min=72, range=20","[76 76 78 82 89 92 92 90 88 84 78 74 72 72 73 73 74 73 72 72 74 77 82 88
 89 84 78 77 81 87 91 92]"
BRI_WILTY_EP61_lie_30,lie,89.1,"mean=89.1, std=10.7, max=109, min=75, range=34",[108 109 106  99  94  90  88  86  85  83  80  77  75  78  82  85]
LS_WILTY_EP76_lie11,lie,92.3,"mean=92.3, std=9.2, max=113, min=76, range=37","[ 89  89  90  94 102 110 113 110 104  97  89  83  78  76  78  83  86  87
  88  89  90  92  94  97  98  96  92  90]"
BRI_WILTY_EP63_truth_21,truth,77.3,"mean=77.3, std=5.9, max=88, min=67, range=21","[78 77 76 77 81 86 88 84 76 70 67 67 68 70 74 81 87 86 81 77 74 72 70 71
 72 73 76 82 87 86 81 78 77 77 78 78]"
BRI_WILTY_EP60_truth_12,truth,75.9,"mean=75.9, std=5.1, max=90, min=70, range=20","[71 71 72 74 75 75 74 74 73 72 71 73 77 84 90 89 83 75 70 70 72 75 77 78
 78 78 77 77]"
BRI_WILTY_EP60_truth_10,truth,82.0,"mean=82.0, std=4.6, max=92, min=77, range=15",[78 78 79 80 83 83 80 77 79 85 90 92]
BRI_WILTY_EP58_lie_23,lie,87.4,"mean=87.4, std=7.6, max=103, min=72, range=31","[103  97  91  87  85  86  90  95  97  94  89  85  82  78  75  74  73  72
  74  82  91  95  95  93  92  90  90  89  89  88  88  88]"
BRI_WILTY_EP60_truth_7,truth,79.9,"mean=79.9, std=4.2, max=87, min=75, range=12",[75 75 76 79 84 86 84 80 80 85 87 83 77 75 76 77]
BRI_WILTY_EP57_truth_4,truth,74.5,"mean=74.5, std=7.1, max=92, min=64, range=28","[76 74 69 65 64 67 71 74 75 74 73 72 72 72 71 68 66 67 72 79 88 92 90 84
 80 78 77 77]"
BRI_WILTY_EP57_truth_1,truth,80.0,"mean=80.0, std=9.8, max=101, min=68, range=33","[ 85  87  89  86  82  79  77  76  75  73  72  70  68  68  69  71  73  74
  76  82  91  99 101  98]"
BRI_WILTY_EP64_truth_8,truth,74.8,"mean=74.8, std=5.6, max=88, min=64, range=24",[64 71 82 88 87 80 74 71 70 71 72 72 72 73 73 74 75 76 76 76]
BRI_WILTY_EP59_truth_2,truth,77.9,"mean=77.9, std=7.5, max=94, min=67, range=27",[94 89 84 81 80 79 77 74 70 67 67 69 71 72 72 72 73 78 86 90 88 82 78 76]
BRI_WILTY_EP57_lie_20,lie,88.5,"mean=88.5, std=6.5, max=105, min=79, range=26","[105 104 101  94  88  82  79  80  83  85  85  86  87  89  91  90  87  84
  85  87  88  88  88  88]"
BRI_WILTY_EP58_lie_30,lie,93.2,"mean=93.2, std=6.3, max=108, min=85, range=23","[ 90  90  91  91  93  97 104 108 105  94  85  85  93  98  96  91  88  87
  88  89]"
BRI_WILTY_EP64_lie_13,lie,86.7,"mean=86.7, std=4.5, max=95, min=77, range=18",[87 87 87 88 90 91 89 83 79 77 80 83 86 89 92 94 95 91 85 82 83 86 88 88]
BRI_WILTY_EP57_truth_25,truth,80.0,"mean=80.0, std=7.4, max=98, min=71, range=27","[76 76 76 76 75 73 71 71 73 77 81 83 81 76 73 72 72 74 79 86 94 98 97 92
 85 81 79 78 78 81 86 90]"
LS_WILTY_EP72_lie1,lie,87.3,"mean=87.3, std=7.6, max=112, min=79, range=33","[112 104  96  91  88  87  86  85  85  89  94  96  92  84  79  80  83  85
  85  83  81  79  79  80  81  84  88  89]"
LS_WILTY_EP76_lie13,lie,88.4,"mean=88.4, std=5.9, max=100, min=81, range=19",[ 81  82  84  86  87  87  86  86  89  94  99 100]
BRI_WILTY_EP58_lie_17,lie,87.8,"mean=87.8, std=7.0, max=104, min=73, range=31","[ 73  78  84  88  90  92  95  94  88  82  81  83  85  86  86  87  89  92
  99 104]"
BRI_WILTY_EP63_truth_24,truth,82.0,"mean=82.0, std=5.1, max=93, min=74, range=19",[75 74 74 76 82 86 85 80 79 82 84 83 81 80 84 90 93 90 83 79]
BRI_WILTY_EP60_truth_4,truth,77.7,"mean=77.7, std=4.9, max=87, min=72, range=15",[76 76 75 73 72 73 75 77 79 83 86 87]
BRI_WILTY_EP63_truth_16,truth,80.2,"mean=80.2, std=8.8, max=102, min=70, range=32","[ 75  75  76  76  76  76  76  76  74  72  71  73  79  87  90  86  80  77
  77  82  90  99 102 100  94  86  79  74  71  70  73  75]"
BRI_WILTY_EP58_lie_18,lie,86.8,"mean=86.8, std=6.9, max=97, min=75, range=22","[82 85 91 97 97 94 94 95 96 94 91 89 87 83 79 75 75 75 76 78 82 84 86 87
 88 89 90 91]"
BRI_WILTY_EP63_truth_6,truth,84.8,"mean=84.8, std=10.7, max=104, min=73, range=31","[ 76  75  75  74  73  74  76  81  90  98 103 104 102  98  92  87  82  79
  78  78]"
BRI_WILTY_EP64_truth_5,truth,75.9,"mean=75.9, std=6.1, max=90, min=68, range=22","[70 71 72 75 78 81 85 90 90 83 73 68 69 72 74 78 82 84 81 76 72 71 71 72
 72 72 72 72]"
BRI_WILTY_EP63_truth_31,truth,79.8,"mean=79.8, std=9.0, max=100, min=67, range=33","[ 77  76  75  75  76  81  90  98 100  96  86  77  74  74  76  77  76  75
  71  67]"
BRI_WILTY_EP60_lie_14,lie,92.6,"mean=92.6, std=6.5, max=105, min=82, range=23","[102  97  92  88  86  86  90  95  97  93  86  82  84  88  90  92  95 100
 104 105]"
BRI_WILTY_EP61_truth_12,truth,79.0,"mean=79.0, std=6.1, max=92, min=70, range=22","[92 92 88 82 79 82 85 85 82 79 78 77 77 76 74 73 74 78 83 85 84 83 85 87
 84 77 73 72 71 72 73 74 74 72 71 70]"
LS_WILTY_EP76_lie2,truth,79.2,"mean=79.2, std=6.7, max=96, min=66, range=30","[79 79 79 79 78 77 76 76 80 89 96 95 85 74 70 72 77 83 87 86 81 78 77 77
 77 75 71 66]"
LS_WILTY_EP72_lie11,lie,83.2,"mean=83.2, std=4.1, max=90, min=79, range=11",[88 86 81 79 79 79 79 80 83 86 89 90]
BRI_WILTY_EP64_lie_21,lie,87.8,"mean=87.8, std=6.9, max=109, min=78, range=31","[109 103  96  91  89  87  85  81  78  79  82  84  85  85  84  84  85  86
  87  89  91  92  89  85]"
BRI_WILTY_EP64_truth_3,truth,79.2,"mean=79.2, std=7.0, max=104, min=70, range=34","[ 77  77  78  78  80  83  86  88  85  80  77  75  76  80  85  87  87  87
  82  77  74  74  74  74  75  75  75  74  72  71  70  70  73  80  93 104]"
